! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"Optimus_Shakti_AF10_Coords.afl"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF10_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
6.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
0.0                    alpha0      ! 0-lift angle of attack, depends on airfoil.
11.500                    alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-8.0                     alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
0.10966                  C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.4259                  Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.4775                  Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.005200                  Cd0         ! 2D drag coefficient value at 0-lift.
-0.101400                  Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
127                     NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
 -180.000  0.000000  0.019800  0.000000
  -175.000  0.374000  0.034100  0.188000
  -170.000  0.749000  0.095500  0.377000
  -160.000  0.659000  0.280700  0.274700
  -155.000  0.736000  0.391900  0.313000
  -150.000  0.783000  0.508600  0.342800
  -145.000  0.803000  0.626700  0.365400
  -140.000  0.798000  0.742700  0.382000
  -135.000  0.771000  0.853700  0.393500
  -130.000  0.724000  0.957400  0.400700
  -125.000  0.660000  1.051900  0.404200
  -120.000  0.581000  1.135500  0.404700
  -115.000  0.491000  1.207000  0.402500
  -110.000  0.390000  1.265600  0.398100
  -105.000  0.282000  1.310400  0.391800
  -100.000  0.169000  1.341000  0.383800
   -95.000  0.052000  1.357200  0.374300
   -90.000 -0.067000  1.358700  0.363600
   -85.000 -0.184000  1.345600  0.351700
   -80.000 -0.299000  1.318100  0.338800
   -75.000 -0.409000  1.276500  0.324800
   -70.000 -0.512000  1.221200  0.309900
   -65.000 -0.606000  1.153200  0.294000
   -60.000 -0.689000  1.073100  0.277200
   -55.000 -0.759000  0.982200  0.259500
   -50.000 -0.814000  0.882000  0.240900
   -45.000 -0.850000  0.774200  0.221200
   -40.000 -0.866000  0.661000  0.200600
   -35.000 -0.860000  0.545100  0.178900
   -30.000 -0.829000  0.429500  0.156300
   -25.000 -0.853000  0.307100  0.115600
   -24.000 -0.870000  0.281400  0.104000
   -23.000 -0.890000  0.255600  0.091600
   -22.000 -0.911000  0.229700  0.078500
   -21.000 -0.934000  0.204000  0.064900
   -20.000 -0.958000  0.178500  0.050800
   -19.000 -0.982000  0.153400  0.036400
   -18.000 -1.005000  0.128800  0.021800
   -17.000 -1.082000  0.103700  0.012900
   -16.000 -1.113000  0.078600 -0.002800
   -15.000 -1.105000  0.053500 -0.025100
   -14.000 -1.078000  0.028300 -0.041900
   -13.500 -1.053000  0.015800 -0.052100
   -13.000 -1.015000  0.015100 -0.061000
   -12.000 -0.904000  0.013400 -0.070700
   -11.000 -0.807000  0.012100 -0.072200
   -10.000 -0.711000  0.011100 -0.073400
    -9.000 -0.595000  0.009900 -0.077200
    -8.000 -0.478000  0.009100 -0.080700
    -7.000 -0.375000  0.008600 -0.082500
    -6.000 -0.264000  0.008200 -0.083200
    -5.000 -0.151000  0.007900 -0.084100
    -4.000 -0.017000  0.007200 -0.086900
    -3.000  0.088000  0.006400 -0.091200
    -2.000  0.213000  0.005400 -0.094600
    -1.000  0.328000  0.005200 -0.097100
     0.000  0.442000  0.005200 -0.101400
     1.000  0.556000  0.005200 -0.107600
     2.000  0.670000  0.005300 -0.112600
     3.000  0.784000  0.005300 -0.115700
     4.000  0.898000  0.005400 -0.119900
     5.000  1.011000  0.005800 -0.124000
     6.000  1.103000  0.009100 -0.123400
     7.000  1.181000  0.011300 -0.118400
     8.000  1.257000  0.012400 -0.116300
     8.500  1.293000  0.013000 -0.116300
     9.000  1.326000  0.013600 -0.116000
     9.500  1.356000  0.014300 -0.115400
    10.000  1.382000  0.015000 -0.114900
    10.500  1.400000  0.026700 -0.114500
    11.000  1.415000  0.038300 -0.114300
    11.500  1.425000  0.049800 -0.114700
    12.000  1.434000  0.061300 -0.115800
    12.500  1.443000  0.072700 -0.116500
    13.000  1.451000  0.084100 -0.115300
    13.500  1.453000  0.095400 -0.113100
    14.000  1.448000  0.106500 -0.111200
    14.500  1.444000  0.117600 -0.110100
    15.000  1.445000  0.128700 -0.110300
    15.500  1.447000  0.139800 -0.110900
    16.000  1.448000  0.150900 -0.111400
    16.500  1.444000  0.161900 -0.111100
    17.000  1.438000  0.172800 -0.109700
    17.500  1.439000  0.183700 -0.107900
    18.000  1.448000  0.194700 -0.108000
    18.500  1.452000  0.205700 -0.109000
    19.000  1.448000  0.216500 -0.108600
    19.500  1.438000  0.227200 -0.107700
    20.000  1.428000  0.237900 -0.109900
    21.000  1.401000  0.259000 -0.116900
    22.000  1.359000  0.279900 -0.119000
    23.000  1.300000  0.300400 -0.123500
    24.000  1.220000  0.320400 -0.139300
    25.000  1.168000  0.337700 -0.144000
    26.000  1.116000  0.355400 -0.148600
    28.000  1.015000  0.391600 -0.157700
    30.000  0.926000  0.429400 -0.166800
    32.000  0.855000  0.469000 -0.175900
    35.000  0.800000  0.532400 -0.189700
    40.000  0.804000  0.645200 -0.212600
    45.000  0.793000  0.757300 -0.234400
    50.000  0.763000  0.866400 -0.255300
    55.000  0.717000  0.970800 -0.275100
    60.000  0.656000  1.069300 -0.293900
    65.000  0.582000  1.160600 -0.311700
    70.000  0.495000  1.243800 -0.328500
    75.000  0.398000  1.317800 -0.344400
    80.000  0.291000  1.380900 -0.359300
    85.000  0.176000  1.430400 -0.373100
    90.000  0.053000  1.456500 -0.385800
    95.000 -0.074000  1.453300 -0.397300
   100.000 -0.199000  1.434500 -0.407500
   105.000 -0.321000  1.400400 -0.416200
   110.000 -0.436000  1.351200 -0.423100
   115.000 -0.543000  1.287400 -0.428000
   120.000 -0.640000  1.209900 -0.430600
   125.000 -0.723000  1.119600 -0.430400
   130.000 -0.790000  1.017900 -0.427000
   135.000 -0.840000  0.906400 -0.419600
